DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,margin,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
2021-01-29,WAS,ATL,100.0,116.0,-16,.365,.816,.250,13,47,.448,.765,.324,16,47
2021-01-29,NOP,MIL,131.0,126.0,5,.469,.714,.438,32,45,.500,.773,.371,29,49
2021-01-29,NYK,CLE,102.0,81.0,21,.488,.875,.370,20,41,.345,.833,.308,15,43
2021-01-29,TOR,SAC,124.0,126.0,-2,.488,.818,.406,20,35,.551,.774,.444,31,38
2021-01-29,MIN,PHI,94.0,118.0,-24,.427,.778,.303,20,38,.448,.842,.500,20,51
2021-01-29,OKC,BRK,125.0,147.0,-22,.465,.853,.421,23,36,.570,.875,.422,33,50
2021-01-29,ORL,LAC,90.0,116.0,-26,.360,.889,.303,20,49,.489,1.000,.351,25,49
2021-01-29,SAS,DEN,119.0,109.0,10,.543,.808,.435,29,41,.526,.650,.452,25,37
2021-01-29,UTA,DAL,120.0,101.0,19,.437,.923,.417,21,56,.430,.667,.273,20,40
2021-01-30,CHI,POR,122.0,123.0,-1,.506,1.000,.467,31,43,.511,.842,.405,20,35
2021-01-30,CHO,MIL,126.0,114.0,12,.478,.850,.477,32,41,.488,.667,.400,22,46
2021-01-30,MIA,SAC,105.0,104.0,1,.468,.846,.344,25,39,.482,.455,.378,22,41
2021-01-30,NOP,HOU,112.0,126.0,-14,.451,.621,.293,27,48,.489,.800,.435,32,45
2021-01-30,BOS,LAL,95.0,96.0,-1,.488,.643,.286,24,42,.440,.684,.290,20,45
2021-01-30,SAS,MEM,112.0,129.0,-17,.470,.808,.448,25,38,.560,.667,.486,34,45
2021-01-30,DAL,PHO,105.0,111.0,-6,.530,.571,.310,22,38,.457,.871,.455,22,42
2021-01-30,GSW,DET,118.0,91.0,27,.528,.700,.472,34,47,.377,.750,.250,17,38
2021-01-31,NYK,LAC,115.0,129.0,-14,.482,.821,.370,21,36,.543,.857,.447,26,38
2021-01-31,DEN,UTA,128.0,117.0,11,.540,.842,.643,28,39,.427,.846,.426,28,38
2021-01-31,IND,PHI,110.0,119.0,-9,.488,.818,.357,21,41,.489,.677,.308,20,44
2021-01-31,TOR,ORL,115.0,102.0,13,.456,.955,.308,27,48,.402,.821,.361,22,42
2021-01-31,WAS,BRK,149.0,146.0,3,.519,.781,.308,24,39,.568,.818,.528,33,45
2021-01-31,MIN,CLE,109.0,104.0,5,.451,.733,.400,24,34,.488,.783,.250,20,55
2021-02-01,ATL,LAL,99.0,107.0,-8,.474,.824,.379,27,36,.519,.833,.304,24,31
2021-02-01,MIA,CHO,121.0,129.0,-8,.473,.640,.413,28,48,.453,.846,.512,31,44
2021-02-01,CHI,NYK,110.0,102.0,8,.477,.750,.324,30,40,.425,.846,.207,21,45
2021-02-01,CLE,MIN,100.0,98.0,2,.417,.742,.318,26,52,.392,.636,.289,20,45
2021-02-01,MIL,POR,134.0,106.0,28,.552,.583,.500,38,53,.375,1.000,.357,19,45
2021-02-01,NOP,SAC,109.0,118.0,-9,.396,.833,.300,22,46,.477,.769,.326,31,52
2021-02-01,OKC,HOU,106.0,136.0,-30,.438,.789,.382,21,45,.480,.909,.538,30,50
2021-02-01,DAL,PHO,108.0,109.0,-1,.430,.960,.313,16,42,.467,.833,.371,19,45
2021-02-01,SAS,MEM,102.0,133.0,-31,.416,.682,.351,28,42,.559,.778,.500,37,53
