Rk,G,Date,Age,Tm,,Opp,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
79,73,4/9/2010,20-226,OKC,,PHO,W (+5),0,16:00,0,4,0,0,2,0,2,4,0.5,0,2,2,0,0,1,2,2,2,-3.1,-2
80,74,4/11/2010,20-228,OKC,@,GSW,L (-3),0,31:26:00,7,11,0.636,3,6,0.5,1,2,0.5,2,1,3,1,0,1,0,3,18,14.6,-12
81,75,4/12/2010,20-229,OKC,@,POR,L (-8),0,23:09,5,8,0.625,1,2,0.5,1,2,0.5,1,3,4,0,1,0,1,2,12,8.8,5
82,76,4/14/2010,20-231,OKC,,MEM,W (+9),0,26:16:00,4,9,0.444,2,6,0.333,2,2,1,0,4,4,1,0,0,2,4,12,5.6,-1
1,1,10/27/2010,21-062,OKC,,CHI,W (+11),0,20:15,2,4,0.5,1,2,0.5,1,2,0.5,0,4,4,1,2,0,1,1,6,6.1,4
2,2,10/29/2010,21-064,OKC,@,DET,W (+1),0,16:25,0,5,0,0,1,0,1,2,0.5,0,1,1,0,1,1,1,2,1,-2.7,-10
3,3,10/31/2010,21-066,OKC,,UTA,L (-21),0,32:48:00,1,7,0.143,0,5,0,5,6,0.833,0,2,2,1,0,0,2,4,7,-0.2,-4
4,4,11/3/2010,21-069,OKC,@,LAC,L (-15),0,19:43,1,7,0.143,0,2,0,0,0,,1,2,3,1,0,0,1,2,2,-2.3,-4
5,5,11/4/2010,21-070,OKC,@,POR,W (+1),0,25:11:00,3,5,0.6,0,1,0,1,1,1,0,1,1,1,1,0,1,2,7,4.9,1
6,6,11/7/2010,21-073,OKC,,BOS,L (-9),0,19:51,2,2,1,2,2,1,0,0,,1,3,4,1,0,0,2,3,6,4.5,-15
7,7,11/10/2010,21-076,OKC,,PHI,W (+6),0,22:10,3,7,0.429,1,4,0.25,2,2,1,0,1,1,0,1,0,1,3,9,4.4,-2
8,8,11/12/2010,21-078,OKC,,POR,W (+2),0,20:46,3,5,0.6,2,3,0.667,4,4,1,2,1,3,2,1,0,1,3,12,11.6,-9
9,9,11/14/2010,21-080,OKC,,SAS,L (-13),0,36:43:00,5,10,0.5,2,5,0.4,2,2,1,0,5,5,1,3,0,1,3,14,12,-11
10,10,11/15/2010,21-081,OKC,@,UTA,W (+7),0,16:23,1,5,0.2,0,1,0,3,4,0.75,0,0,0,1,1,0,0,2,5,2.4,1
11,11,11/17/2010,21-083,OKC,,HOU,W (+17),0,29:00:00,3,6,0.5,1,3,0.333,3,4,0.75,1,2,3,4,1,0,2,2,10,8.9,13
12,12,11/19/2010,21-085,OKC,@,BOS,W (+5),1,36:59:00,2,8,0.25,1,2,0.5,7,8,0.875,0,6,6,4,1,0,3,3,12,8.2,7
13,13,11/20/2010,21-086,OKC,@,MIL,W (+1),1,39:52:00,6,13,0.462,6,8,0.75,5,6,0.833,0,9,9,4,1,0,2,1,23,20,7
14,14,11/22/2010,21-088,OKC,,MIN,W (+10),0,18:10,2,6,0.333,1,3,0.333,0,0,,0,1,1,2,3,0,0,1,5,5.9,-6
15,15,11/24/2010,21-090,OKC,,DAL,L (-8),0,17:05,1,4,0.25,1,1,1,1,1,1,0,3,3,3,1,0,1,1,4,4.2,7
16,16,11/26/2010,21-092,OKC,@,IND,W (+4),0,30:03:00,1,5,0.2,1,3,0.333,3,4,0.75,1,5,6,0,1,0,2,5,6,1.7,2
17,17,11/28/2010,21-094,OKC,@,HOU,L (-1),0,28:53:00,3,8,0.375,1,2,0.5,3,4,0.75,0,2,2,0,2,1,3,2,10,4.7,0
18,18,11/29/2010,21-095,OKC,,NOH,W (+6),0,17:23,2,5,0.4,0,3,0,0,0,,1,4,5,2,1,1,0,4,4,4.7,1
19,19,12/1/2010,21-097,OKC,@,NJN,W (+3),0,42:25:00,4,11,0.364,1,2,0.5,7,9,0.778,1,6,7,3,2,0,2,5,16,11.7,3
20,20,12/3/2010,21-099,OKC,@,TOR,L (-12),0,29:40:00,5,14,0.357,3,7,0.429,7,8,0.875,1,3,4,3,0,0,0,3,20,14.3,-6
21,21,12/5/2010,21-101,OKC,,GSW,W (+5),0,24:30:00,3,6,0.5,2,3,0.667,4,4,1,1,1,2,1,2,0,1,3,12,10.5,-8
22,22,12/6/2010,21-102,OKC,@,CHI,L (-9),0,27:44:00,3,12,0.25,1,4,0.25,6,9,0.667,0,1,1,1,0,0,1,2,13,3.8,-19
23,23,12/8/2010,21-104,OKC,@,MIN,W (+8),0,24:39:00,1,4,0.25,1,2,0.5,3,3,1,0,2,2,6,1,1,2,2,6,7.3,5
24,24,12/10/2010,21-106,OKC,@,NOH,W (+5),0,17:27,3,7,0.429,0,2,0,2,2,1,0,1,1,0,3,0,3,2,8,3.8,-7
25,25,12/12/2010,21-108,OKC,,CLE,W (+29),0,20:51,6,8,0.75,2,3,0.667,5,6,0.833,0,3,3,3,0,0,1,2,19,16.6,26
26,26,12/15/2010,21-111,OKC,,HOU,W (+12),0,31:54:00,5,7,0.714,2,3,0.667,4,5,0.8,1,3,4,4,1,0,2,4,16,14.5,10
27,27,12/17/2010,21-113,OKC,,SAC,W (+15),0,21:37,3,10,0.3,1,4,0.25,4,6,0.667,0,1,1,0,0,1,1,0,11,4.4,4
28,28,12/19/2010,21-115,OKC,,PHO,L (-3),0,24:56:00,1,3,0.333,0,2,0,9,9,1,2,5,7,2,3,0,0,3,11,15.4,7
29,29,12/21/2010,21-117,OKC,@,CHA,W (+18),0,23:01,5,8,0.625,3,4,0.75,0,1,0,0,4,4,2,1,0,1,4,13,10,15
30,30,12/22/2010,21-118,OKC,@,NYK,L (-14),0,26:53:00,3,8,0.375,0,4,0,7,8,0.875,1,4,5,3,2,1,1,0,13,13.9,-5
31,31,12/25/2010,21-121,OKC,,DEN,W (+8),0,28:29:00,6,11,0.545,2,6,0.333,7,8,0.875,1,2,3,2,1,0,0,3,21,17.8,1
32,32,12/27/2010,21-123,OKC,,DAL,L (-10),0,34:00:00,5,9,0.556,3,7,0.429,5,6,0.833,0,4,4,3,2,0,1,2,18,16.8,1
33,33,12/29/2010,21-125,OKC,,NJN,W (+21),0,30:23:00,5,11,0.455,1,4,0.25,0,0,,1,0,1,4,1,1,0,2,11,9.7,18
34,34,12/31/2010,21-127,OKC,,ATL,W (+9),0,30:48:00,5,6,0.833,3,4,0.75,2,2,1,0,2,2,2,2,0,2,2,15,14,5
35,35,1/1/2011,21-128,OKC,@,SAS,L (-27),0,24:50:00,4,11,0.364,1,1,1,3,4,0.75,1,2,3,0,0,0,3,4,12,2.2,-21
36,36,1/4/2011,21-131,OKC,@,MEM,L (-5),0,22:47,6,7,0.857,3,3,1,2,3,0.667,0,2,2,3,1,3,2,4,17,16.3,7
37,37,1/6/2011,21-133,OKC,@,DAL,W (+4),0,25:26:00,1,6,0.167,1,5,0.2,4,4,1,0,4,4,3,3,0,2,1,7,7.1,-1
38,38,1/8/2011,21-135,OKC,,MEM,W (+9),0,20:14,1,3,0.333,1,2,0.5,6,6,1,1,4,5,1,1,0,2,1,9,8.5,0
39,39,1/12/2011,21-139,OKC,@,HOU,W (+6),0,21:53,0,3,0,0,3,0,8,8,1,2,2,4,2,0,0,2,0,8,7.3,-9
40,40,1/13/2011,21-140,OKC,,ORL,W (+1),0,17:52,3,7,0.429,1,3,0.333,1,1,1,0,1,1,1,0,0,1,5,8,2.3,-6
41,41,1/17/2011,21-144,OKC,@,LAL,L (-7),0,28:52:00,4,11,0.364,1,6,0.167,0,0,,1,2,3,0,1,0,0,3,9,4,9
42,42,1/19/2011,21-146,OKC,@,DEN,L (-5),0,17:18,2,5,0.4,0,3,0,0,2,0,1,5,6,1,0,0,0,2,4,2.6,-7
43,43,1/22/2011,21-149,OKC,,NYK,W (+3),0,26:02:00,3,10,0.3,1,4,0.25,0,1,0,0,2,2,1,1,0,0,0,7,3.1,0
44,44,1/24/2011,21-151,OKC,@,NOH,L (-2),0,21:44,1,3,0.333,0,1,0,3,3,1,0,2,2,3,0,0,2,2,5,3.2,2
45,45,1/26/2011,21-153,OKC,@,MIN,W (+1),0,27:21:00,3,8,0.375,3,6,0.5,4,4,1,2,2,4,3,2,1,0,1,13,15,-3
46,46,1/28/2011,21-155,OKC,,WAS,W (+7),1,40:14:00,2,6,0.333,0,4,0,4,4,1,0,2,2,2,0,2,1,6,8,4.6,-1
47,47,1/30/2011,21-157,OKC,,MIA,L (-5),1,28:18:00,1,3,0.333,1,2,0.5,2,4,0.5,1,5,6,5,1,0,2,5,5,5.2,0
48,48,2/2/2011,21-160,OKC,,NOH,W (+11),1,22:19,2,4,0.5,1,3,0.333,2,2,1,0,1,1,2,0,0,0,2,7,5.9,3
49,49,2/4/2011,21-162,OKC,@,PHO,W (+4),0,36:42:00,4,11,0.364,2,8,0.25,3,4,0.75,0,6,6,5,0,0,1,3,13,9.6,18
50,50,2/5/2011,21-163,OKC,@,UTA,W (+16),0,26:49:00,5,9,0.556,2,4,0.5,2,4,0.5,1,5,6,5,0,0,0,3,14,13.4,9
51,51,2/8/2011,21-166,OKC,,MEM,L (-4),0,23:28,3,9,0.333,2,3,0.667,5,5,1,2,2,4,0,0,0,2,2,13,7.1,5
52,52,2/12/2011,21-170,OKC,@,SAC,W (+2),0,32:27:00,3,9,0.333,0,4,0,5,8,0.625,1,1,2,0,5,0,1,3,11,8.5,12
53,53,2/13/2011,21-171,OKC,@,GSW,L (-6),0,15:04,2,3,0.667,1,2,0.5,3,3,1,0,0,0,2,0,0,1,3,8,5.9,-2
54,54,2/15/2011,21-173,OKC,,SAC,W (+30),0,22:38,4,8,0.5,0,4,0,4,4,1,0,4,4,2,2,3,2,1,12,12.3,6
55,55,2/22/2011,21-180,OKC,,LAC,W (+23),0,24:18:00,6,12,0.5,4,8,0.5,3,3,1,0,2,2,1,1,0,0,0,19,15.3,16
56,56,2/23/2011,21-181,OKC,@,SAS,L (-4),0,28:13:00,5,9,0.556,2,5,0.4,4,4,1,0,1,1,2,0,1,0,3,16,12.9,-4
57,57,2/25/2011,21-183,OKC,@,ORL,L (-23),0,36:01:00,5,13,0.385,3,8,0.375,3,4,0.75,1,2,3,2,0,0,1,2,16,9.4,-14
58,58,2/27/2011,21-185,OKC,,LAL,L (-3),0,27:56:00,6,11,0.545,0,3,0,2,2,1,0,3,3,3,3,0,2,4,14,11.1,-5
59,59,3/2/2011,21-188,OKC,,IND,W (+24),0,23:03,6,14,0.429,1,6,0.167,7,7,1,0,1,1,2,1,1,1,1,20,14.6,9
60,60,3/4/2011,21-190,OKC,@,ATL,W (+7),0,32:26:00,7,16,0.438,1,5,0.2,2,2,1,0,1,1,1,1,1,0,4,17,9.7,5
61,61,3/6/2011,21-192,OKC,,PHO,W (+4),0,36:37:00,8,12,0.667,2,4,0.5,8,9,0.889,1,5,6,4,2,0,0,2,26,26.6,8
62,62,3/7/2011,21-193,OKC,@,MEM,L (-6),0,32:42:00,7,11,0.636,0,1,0,2,2,1,0,6,6,5,1,1,2,4,16,14.5,12
63,63,3/9/2011,21-195,OKC,@,PHI,W (+5),0,34:19:00,3,10,0.3,1,5,0.2,4,4,1,0,3,3,2,1,1,3,5,11,4.2,10
64,64,3/11/2011,21-197,OKC,,DET,W (+10),0,31:22:00,7,11,0.636,4,6,0.667,4,4,1,0,0,0,3,3,1,2,3,22,19.7,11
65,65,3/13/2011,21-199,OKC,@,CLE,W (+20),0,26:26:00,5,10,0.5,3,7,0.429,3,4,0.75,0,5,5,3,4,0,2,0,16,16.2,18
66,66,3/14/2011,21-200,OKC,@,WAS,W (+27),0,23:04,6,11,0.545,1,4,0.25,3,4,0.75,0,2,2,2,1,0,3,1,16,9.9,10
67,67,3/16/2011,21-202,OKC,@,MIA,W (+11),0,28:06:00,4,12,0.333,2,8,0.25,2,3,0.667,1,2,3,2,0,0,2,3,12,4.3,9
68,68,3/18/2011,21-204,OKC,,CHA,W (+17),0,29:26:00,8,13,0.615,3,7,0.429,2,3,0.667,1,2,3,3,0,0,3,3,21,13.9,15
69,69,3/20/2011,21-206,OKC,,TOR,L (-2),0,34:22:00,5,9,0.556,2,3,0.667,11,13,0.846,0,2,2,4,1,0,0,3,23,21.1,-1
70,70,3/23/2011,21-209,OKC,,UTA,W (+12),0,27:01:00,3,9,0.333,1,4,0.25,4,4,1,1,1,2,0,0,0,2,5,11,2.9,15
71,71,3/25/2011,21-211,OKC,,MIN,W (+8),0,20:47,4,11,0.364,1,2,0.5,4,4,1,0,1,1,1,1,0,2,2,13,6.1,10
72,72,3/27/2011,21-213,OKC,,POR,W (+9),0,24:41:00,2,8,0.25,1,4,0.25,3,3,1,0,2,2,1,0,1,1,3,8,3,3
73,73,3/29/2011,21-215,OKC,,GSW,W (+1),0,31:20:00,5,10,0.5,1,5,0.2,3,3,1,0,5,5,3,3,0,4,1,14,11.2,2
74,74,3/30/2011,21-216,OKC,@,PHO,W (+18),0,28:41:00,7,9,0.778,3,5,0.6,5,9,0.556,0,3,3,2,3,0,1,5,22,19.2,10
75,75,4/1/2011,21-218,OKC,@,POR,L (-7),0,33:32:00,6,15,0.4,2,9,0.222,7,7,1,1,0,1,2,1,0,1,4,21,13.4,-9
76,76,4/2/2011,21-219,OKC,@,LAC,L (-6),0,28:03:00,3,11,0.273,2,7,0.286,6,6,1,1,0,1,3,2,0,1,2,14,10.5,-4
77,77,4/5/2011,21-222,OKC,@,DEN,W (+7),0,27:39:00,4,12,0.333,2,7,0.286,3,6,0.5,0,2,2,1,1,0,2,3,13,4.1,11
78,78,4/6/2011,21-223,OKC,,LAC,W (+4),0,23:18,2,6,0.333,0,3,0,3,3,1,1,1,2,5,0,0,1,4,7,5.5,12
79,79,4/8/2011,21-225,OKC,,DEN,W (+15),0,25:24:00,5,8,0.625,2,5,0.4,2,4,0.5,2,3,5,3,0,0,1,0,14,13,11
80,80,4/10/2011,21-227,OKC,@,LAL,W (+14),0,32:07:00,3,9,0.333,1,4,0.25,9,10,0.9,0,1,1,1,0,1,0,1,16,11.8,-1
81,81,4/11/2011,21-228,OKC,@,SAC,W (+8),0,24:07:00,3,7,0.429,1,3,0.333,5,5,1,0,6,6,2,3,0,2,3,12,11.3,5
82,82,4/13/2011,21-230,OKC,,MIL,L (-4),0,24:21:00,5,12,0.417,1,3,0.333,1,1,1,3,3,6,5,0,0,1,2,12,10.3,-9
1,1,12/25/2011,22-121,OKC,,ORL,W (+8),0,32:01:00,4,11,0.364,1,4,0.25,10,12,0.833,0,6,6,3,0,0,0,3,19,14.8,8
2,2,12/26/2011,22-122,OKC,@,MIN,W (+4),0,29:36:00,5,9,0.556,1,3,0.333,5,6,0.833,2,4,6,3,0,0,3,1,16,12.6,5
3,3,12/28/2011,22-124,OKC,@,MEM,W (+3),0,30:25:00,5,11,0.455,3,7,0.429,7,9,0.778,1,6,7,2,1,0,0,1,20,18,-2
4,4,12/29/2011,22-125,OKC,,DAL,W (+2),0,34:51:00,4,8,0.5,1,4,0.25,6,6,1,0,4,4,4,0,1,0,2,15,14.9,22
5,5,12/31/2011,22-127,OKC,,PHO,W (+10),0,25:43:00,1,6,0.167,0,4,0,8,8,1,0,7,7,8,2,0,2,3,10,12.7,3
6,6,1/2/2012,22-129,OKC,@,DAL,L (-13),0,31:23:00,5,11,0.455,1,5,0.2,5,5,1,1,6,7,3,2,0,3,2,16,13.1,-11
7,7,1/3/2012,22-130,OKC,,POR,L (-10),1,40:01:00,7,13,0.538,3,7,0.429,6,6,1,1,3,4,6,3,0,3,5,23,20.5,-9
8,8,1/6/2012,22-133,OKC,,HOU,W (+15),0,26:10:00,8,11,0.727,2,2,1,5,5,1,0,1,1,3,0,0,1,4,23,18.3,4
9,9,1/7/2012,22-134,OKC,@,HOU,W (+3),0,31:09:00,4,12,0.333,3,7,0.429,5,5,1,0,3,3,3,0,0,2,2,16,9.4,10
10,10,1/8/2012,22-135,OKC,,SAS,W (+12),0,21:34,6,11,0.545,2,5,0.4,6,9,0.667,0,2,2,2,1,0,1,1,20,15.1,10
11,11,1/10/2012,22-137,OKC,@,MEM,W (+5),0,28:59:00,2,8,0.25,2,3,0.667,4,4,1,0,2,2,2,0,0,2,4,10,3.6,4
12,12,1/11/2012,22-138,OKC,@,NOH,W (+10),0,30:17:00,3,10,0.3,2,6,0.333,6,7,0.857,1,1,2,3,0,2,1,2,14,10.5,11
13,13,1/14/2012,22-141,OKC,,NYK,W (+12),0,26:55:00,8,12,0.667,3,5,0.6,5,5,1,1,1,2,4,0,0,3,3,24,18.4,12
14,14,1/16/2012,22-143,OKC,@,BOS,W (+9),0,27:18:00,2,8,0.25,0,4,0,1,1,1,0,3,3,1,2,0,2,4,5,0.2,8
15,15,1/18/2012,22-145,OKC,@,WAS,L (-3),0,28:29:00,3,8,0.375,1,3,0.333,6,10,0.6,1,2,3,0,1,0,4,3,13,4.1,-15
16,16,1/21/2012,22-148,OKC,@,NJN,W (+10),0,27:31:00,5,9,0.556,1,3,0.333,5,6,0.833,2,7,9,2,1,1,1,1,16,16.5,3
17,17,1/23/2012,22-150,OKC,,DET,W (+20),0,25:17:00,8,11,0.727,5,6,0.833,3,3,1,0,5,5,4,0,0,1,4,24,21.2,32
18,18,1/25/2012,22-152,OKC,,NOH,W (+10),0,28:54:00,4,5,0.8,1,2,0.5,9,10,0.9,0,1,1,6,1,0,2,3,18,18,10
19,19,1/27/2012,22-154,OKC,@,GSW,W (+11),0,34:32:00,5,10,0.5,1,4,0.25,8,8,1,1,3,4,2,0,0,2,2,19,14.2,7
20,20,1/30/2012,22-157,OKC,@,LAC,L (-12),1,42:24:00,2,10,0.2,1,5,0.2,2,4,0.5,1,3,4,5,1,0,3,3,7,1.9,-11
21,21,2/1/2012,22-159,OKC,@,DAL,W (+9),0,35:39:00,3,11,0.273,0,5,0,4,7,0.571,1,6,7,9,0,0,1,2,10,9.3,4
22,22,2/3/2012,22-161,OKC,,MEM,W (+7),0,34:11:00,8,13,0.615,4,6,0.667,4,4,1,0,2,2,1,2,1,1,1,24,20.7,9
23,23,2/4/2012,22-162,OKC,@,SAS,L (-11),0,29:52:00,5,10,0.5,0,3,0,9,10,0.9,0,5,5,4,1,0,1,2,19,17.1,-6
24,24,2/6/2012,22-164,OKC,@,POR,W (+4),0,40:39:00,6,12,0.5,1,5,0.2,6,6,1,1,3,4,1,0,1,5,2,19,10.2,8
25,25,2/7/2012,22-165,OKC,@,GSW,W (+3),0,36:26:00,6,13,0.462,3,8,0.375,4,4,1,0,1,1,7,4,0,0,3,19,20.3,11
26,26,2/9/2012,22-167,OKC,@,SAC,L (-5),0,33:45:00,5,11,0.455,1,3,0.333,6,7,0.857,1,4,5,3,1,1,4,3,17,11.4,-1
27,27,2/10/2012,22-168,OKC,@,UTA,W (+14),0,34:44:00,2,8,0.25,1,2,0.5,6,8,0.75,0,5,5,2,2,0,3,4,11,5.7,13
28,28,2/14/2012,22-172,OKC,,UTA,W (+26),0,29:35:00,6,9,0.667,3,5,0.6,7,8,0.875,0,4,4,5,0,0,3,1,22,19,16
29,29,2/15/2012,22-173,OKC,@,HOU,L (-1),0,32:13:00,6,13,0.462,3,8,0.375,2,3,0.667,0,4,4,4,2,0,5,3,17,9.7,5
30,30,2/17/2012,22-175,OKC,,GSW,W (+23),0,30:17:00,8,13,0.615,4,7,0.571,5,5,1,0,4,4,2,1,0,2,1,25,20.3,23
31,31,2/19/2012,22-177,OKC,,DEN,W (+6),0,39:22:00,2,12,0.167,1,7,0.143,5,6,0.833,0,4,4,6,1,0,1,4,10,5.8,-1
33,32,2/22/2012,22-180,OKC,,BOS,W (+15),0,34:21:00,6,10,0.6,1,2,0.5,4,6,0.667,0,4,4,7,2,0,2,4,17,16.1,23
34,33,2/23/2012,22-181,OKC,,LAL,W (+15),0,32:17:00,6,10,0.6,1,3,0.333,3,3,1,1,3,4,3,1,2,5,3,16,11.3,10
35,34,2/29/2012,22-187,OKC,@,PHI,W (+4),0,32:24:00,4,9,0.444,1,3,0.333,7,11,0.636,1,7,8,4,1,0,3,2,16,12.5,12
36,35,3/1/2012,22-188,OKC,@,ORL,W (+3),0,33:23:00,5,8,0.625,0,3,0,3,4,0.75,2,3,5,5,0,0,1,2,13,13,6
37,36,3/3/2012,22-190,OKC,@,ATL,L (-7),0,27:16:00,4,8,0.5,0,3,0,2,2,1,1,5,6,2,2,0,2,1,10,9.2,-14
38,37,3/5/2012,22-192,OKC,,DAL,W (+4),0,33:46:00,4,11,0.364,1,6,0.167,7,7,1,0,2,2,4,0,0,0,2,16,12.5,0
39,38,3/7/2012,22-194,OKC,,PHO,W (+11),0,36:01:00,8,12,0.667,4,7,0.571,10,11,0.909,0,4,4,1,2,2,1,3,30,27.5,27
40,39,3/9/2012,22-196,OKC,,CLE,L (-6),0,33:23:00,5,10,0.5,2,5,0.4,3,4,0.75,0,6,6,1,0,0,4,2,15,7.3,-1
41,40,3/10/2012,22-197,OKC,,CHA,W (+27),0,28:48:00,11,16,0.688,4,9,0.444,7,10,0.7,0,0,0,3,1,1,2,3,33,25.6,23
42,41,3/13/2012,22-200,OKC,,HOU,L (-1),0,31:30:00,5,12,0.417,2,6,0.333,4,5,0.8,0,4,4,7,1,0,4,1,16,11.9,3
43,42,3/15/2012,22-202,OKC,@,DEN,W (+13),0,34:05:00,6,11,0.545,4,6,0.667,2,2,1,0,2,2,4,1,1,4,2,18,13,-1
44,43,3/16/2012,22-203,OKC,,SAS,L (-9),0,33:28:00,8,11,0.727,3,4,0.75,0,1,0,1,6,7,5,1,0,5,2,19,15.3,-5
45,44,3/18/2012,22-205,OKC,,POR,W (+16),0,32:58:00,1,7,0.143,1,4,0.25,11,14,0.786,0,4,4,7,1,0,2,5,14,11.4,12
46,45,3/20/2012,22-207,OKC,@,UTA,L (-7),0,33:01:00,5,11,0.455,3,6,0.5,4,6,0.667,3,1,4,2,0,0,4,4,17,8.7,-11
47,46,3/21/2012,22-208,OKC,,LAC,W (+23),0,28:44:00,3,8,0.375,2,6,0.333,2,2,1,0,6,6,5,1,0,2,3,10,8.7,16
48,47,3/23/2012,22-210,OKC,,MIN,W (+9),0,43:25:00,10,17,0.588,3,8,0.375,2,2,1,1,5,6,6,1,0,0,4,25,22.9,7
49,48,3/25/2012,22-212,OKC,,MIA,W (+16),0,31:59:00,6,7,0.857,1,1,1,6,7,0.857,0,3,3,6,2,0,7,1,19,15.8,10
50,49,3/27/2012,22-214,OKC,@,POR,W (+14),0,28:17:00,6,7,0.857,2,2,1,7,7,1,0,3,3,5,0,0,1,1,21,21.5,26
51,50,3/29/2012,22-216,OKC,@,LAL,W (+9),0,29:49:00,3,11,0.273,2,3,0.667,1,4,0.25,1,1,2,4,1,0,1,5,9,3.1,-6
52,51,4/1/2012,22-219,OKC,,CHI,W (+14),0,22:49,3,7,0.429,1,3,0.333,4,4,1,0,1,1,2,0,0,4,0,11,5,2
53,52,4/2/2012,22-220,OKC,,MEM,L (-6),0,32:03:00,5,9,0.556,1,5,0.2,3,5,0.6,0,5,5,5,2,1,0,4,14,15,-3
54,53,4/4/2012,22-222,OKC,@,MIA,L (-5),0,33:49:00,5,11,0.455,1,1,1,1,1,1,2,3,5,5,3,0,1,1,12,13.7,-4
55,54,4/6/2012,22-224,OKC,@,IND,L (-5),0,35:01:00,1,5,0.2,1,3,0.333,7,8,0.875,0,1,1,4,0,0,5,3,10,3.4,10
56,55,4/8/2012,22-226,OKC,,TOR,W (+16),0,27:55:00,5,10,0.5,2,6,0.333,5,6,0.833,0,3,3,4,0,0,2,0,17,13.3,21
57,56,4/9/2012,22-227,OKC,@,MIL,W (+20),0,22:39,4,7,0.571,2,3,0.667,6,7,0.857,1,4,5,1,0,0,3,2,16,11.1,13
58,57,4/11/2012,22-229,OKC,,LAC,L (-2),0,31:23:00,4,8,0.5,3,6,0.5,6,7,0.857,0,5,5,2,1,1,1,2,17,15.4,1
60,58,4/14/2012,22-232,OKC,@,MIN,W (+5),0,30:36:00,1,11,0.091,0,8,0,4,4,1,0,4,4,3,1,0,1,4,6,0.4,-18
61,59,4/16/2012,22-234,OKC,@,LAC,L (-15),0,29:53:00,4,10,0.4,3,6,0.5,1,2,0.5,0,3,3,3,0,0,2,2,12,6.4,-12
62,60,4/18/2012,22-236,OKC,@,PHO,W (+12),0,35:45:00,12,17,0.706,5,8,0.625,11,11,1,1,6,7,3,4,0,3,2,40,37.7,26
63,61,4/20/2012,22-238,OKC,@,SAC,W (+11),0,31:47:00,6,12,0.5,2,6,0.333,6,6,1,0,6,6,3,3,0,1,0,20,19.9,9
64,62,4/22/2012,22-240,OKC,@,LAL,L (-8),0,13:17,5,7,0.714,1,2,0.5,3,3,1,0,0,0,3,1,0,2,1,14,11.8,3
1,1,10/31/2012,23-066,HOU,@,DET,W (+9),1,44:04:00,14,25,0.56,4,10,0.4,5,6,0.833,1,5,6,12,4,1,4,2,37,35.2,18
2,2,11/2/2012,23-068,HOU,@,ATL,W (+7),1,39:49:00,14,19,0.737,2,4,0.5,15,17,0.882,1,6,7,2,0,0,5,3,45,34.2,17
3,3,11/3/2012,23-069,HOU,,POR,L (-10),1,40:43:00,8,24,0.333,1,6,0.167,7,10,0.7,2,4,6,5,1,1,5,3,24,10.8,-16
4,4,11/7/2012,23-073,HOU,,DEN,L (-6),1,38:20:00,5,15,0.333,0,5,0,5,7,0.714,1,2,3,2,5,0,6,1,15,7,-6
5,5,11/9/2012,23-075,HOU,@,MEM,L (-8),1,40:38:00,4,18,0.222,1,6,0.167,9,10,0.9,2,2,4,4,0,2,5,1,18,7.4,-2
6,6,11/10/2012,23-076,HOU,,DET,W (+14),1,35:16:00,6,14,0.429,2,6,0.333,6,7,0.857,0,5,5,2,0,0,5,0,20,10.1,11
7,7,11/12/2012,23-078,HOU,,MIA,L (-3),1,39:50:00,6,17,0.353,1,6,0.167,9,11,0.818,0,3,3,5,1,1,2,4,22,14.2,-9
8,8,11/14/2012,23-080,HOU,,NOH,W (+4),1,39:19:00,10,20,0.5,1,7,0.143,9,11,0.818,0,3,3,4,0,1,1,2,30,21.8,-2
9,9,11/16/2012,23-082,HOU,@,POR,L (-2),1,43:26:00,8,18,0.444,2,4,0.5,11,12,0.917,2,4,6,6,3,0,4,4,29,23.4,0
10,10,11/18/2012,23-084,HOU,@,LAL,L (-11),1,38:19:00,7,18,0.389,3,7,0.429,3,5,0.6,0,2,2,7,1,0,5,2,20,10.1,-10
11,11,11/19/2012,23-085,HOU,@,UTA,L (-11),1,17:29,1,6,0.167,1,2,0.5,3,3,1,0,2,2,3,0,1,2,2,6,2.8,-13
12,12,11/21/2012,23-087,HOU,,CHI,W (+4),1,42:25:00,8,14,0.571,3,7,0.429,9,13,0.692,1,3,4,3,5,0,6,3,28,21.3,6
13,13,11/23/2012,23-089,HOU,,NYK,W (+28),1,39:25:00,7,15,0.467,3,5,0.6,16,16,1,0,4,4,9,1,1,3,3,33,30.3,27
14,14,11/27/2012,23-093,HOU,,TOR,W (+16),1,43:36:00,9,19,0.474,4,8,0.5,2,3,0.667,1,5,6,12,3,1,4,1,24,23.8,13
15,15,11/28/2012,23-094,HOU,@,OKC,L (-22),1,39:27:00,3,16,0.188,2,5,0.4,9,11,0.818,1,1,2,3,1,0,3,2,17,6.5,-17
16,16,12/1/2012,23-097,HOU,,UTA,W (+8),1,39:16:00,7,16,0.438,1,3,0.333,3,3,1,1,1,2,7,1,0,5,2,18,10.7,-3
17,17,12/4/2012,23-100,HOU,,LAL,W (+2),1,37:43:00,3,19,0.158,0,4,0,9,11,0.818,5,5,10,6,1,0,4,4,15,6.7,3
18,18,12/7/2012,23-103,HOU,@,SAS,L (-22),1,34:26:00,10,16,0.625,3,6,0.5,6,7,0.857,0,3,3,5,4,0,3,1,29,26.4,-15
