polarity,tweet
-0.4,I want to see Ja Morant JaMorant from memgrizz play in the 2021 NBA AllStar Game NBAAllStar JaMorant
-0.1875,3JackMc memgrizz Druski2Funny All yall did was clown me cause yall were the 4th seed for a little ass stint I
0,memgrizz dillonbrooks24 My 6th man
-0.4,memgrizz dillonbrooks24 Weeknd fan behind da Twitter
0.285714286,SLAMonline memgrizz Thats a Lowry right there
-0.1,ovosebby memgrizz Druski2Funny YOU ARE MISSING THE ENTIRE POINT This team is a projected lottery team becam
0,memgrizz JaMorant and 1 tf
0,No foul no problem Ja launched that one via memgrizz
-0.4,3JackMc memgrizz Druski2Funny But you arent That lasted about one day AND your team was about 5 games behind
-0.5,SLAMonline memgrizz Aint NOTHING casual about that
0.6,frauddulent memgrizz JaMorant Nice
0.069444444,ovosebby memgrizz Druski2Funny Cause half the team is injured ofc wed get excited about the potential Imagi
-0.6,Oh mymemgrizz Ja with the crazy 3 pointer
0.2,3JackMc memgrizz Druski2Funny Destroyed by you haha Just wanted to remind you how the grizzlies will always be some wack team
0,memgrizz JaMorant Follow back
0.2,ovosebby memgrizz Druski2Funny Just admit you got absolutely destroyed and go be productive with your life Man
-0.1,3JackMc memgrizz Druski2Funny Whatever dude but yall were all big shit when yall were the 4th seed
-0.166666667,ovosebby memgrizz Druski2Funny The point of the tweet was that half the team is injured Guess what Half the team is still injured
0,memgrizz JaMorant i got Ja gt lebum atm
-0.185185185,The fake fan noises a bit loud tonight Can you ask the memgrizz to turn it down a notch TSNSports
0.233333333,Not missing the memgrizz and not missing this matchup between South CarolinaUConn Love hearing my girl
0.016666667,Me and krh4488 tryna go to a memgrizz game on suite night 6 ppl limit we need 4 females guests lol LBVS serious inquiries only no
0.475,really fancy memgrizz mostly cuz JA but when JJJ gets healthy amp they grow just as good as the hawks
0,That 20 Grizzles hoodie fire NBA memgrizz
-0.166666667,I watch memgrizz games on TV and simultaneously follow on espn Gamecast on my phone because a Gamecast is less
0,teddylema MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada
0,LeoRautins MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada
-0.3125,Malachisburner JamalCoding memgrizz GraysonJAllen i mean its not a fact
0,memgrizz Ja is back
0,memgrizz JaMorant L account I still didnt get a follow back
0.1,Yuta is unbelievably good yall weird for not keeping him memgrizz
0,LeoRautins RodBlackTSN MattDevlin KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada
0,memgrizz JaMorant PLEASE
0.1,memgrizz JaMorant Doesnt work either but thanks ATampT always a struggle Get Sinclair to get back with YouTube TV
-0.125,memgrizz Other way around man
0,memgrizz JaMorant is an NBAAllStar
-0.5,Sorry BachelorABC Ill catch you tomorrow Tonight its all memgrizz memphisgrizzlies trump thebachelor
-0.8,JamalCoding memgrizz GraysonJAllen Its a fact i like the grizzlies but when I see Allen I hate them
0.05,MostProlific GrizzliesOnFSSE paxtonelrod memgrizz First it was an honor and it was exciting to see just how game movements are created
0,JamalCoding LeGoatStan memgrizz GraysonJAllen Counter
0,Shout out to whoever picked muse for the memgrizz rotation Pressure
0.166666667,memgrizz GraysonJAllen More grayson less tyus Jones
0,Malachisburner memgrizz GraysonJAllen hater ratio
0,LeGoatStan memgrizz GraysonJAllen ratio
0.5,memgrizz GraysonJAllen Most punchable dude in the league
