DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,MARGIN,HOME_ABBR,VISITOR_ABBR,HOME_TEAM_WINS,ID
2021-03-03,ATLANTA HAWKS,0.0,ORLANDO MAGIC,0.0,0,ORL,ATL,0,525
2021-03-03,UTAH JAZZ,0.0,PHILADELPHIA 76ERS,0.0,0,PHI,UTA,0,526
2021-03-03,BROOKLYN NETS,0.0,HOUSTON ROCKETS,0.0,0,HOU,BRK,0,527
2021-03-03,CHARLOTTE HORNETS,0.0,MINNESOTA TIMBERWOLVES,0.0,0,MIN,CHO,0,528
2021-03-03,CHICAGO BULLS,0.0,NEW ORLEANS PELICANS,0.0,0,NOP,CHI,0,529
2021-03-03,OKLAHOMA CITY THUNDER,0.0,DALLAS MAVERICKS,0.0,0,DAL,OKC,0,530
2021-03-03,GOLDEN STATE WARRIORS,0.0,PORTLAND TRAIL BLAZERS,0.0,0,POR,GSW,0,531
2021-03-03,LOS ANGELES LAKERS,0.0,SACRAMENTO KINGS,0.0,0,SAC,LAL,0,532
2021-03-04,TORONTO RAPTORS,0.0,BOSTON CELTICS,0.0,0,BOS,TOR,0,533
2021-03-04,DENVER NUGGETS,0.0,INDIANA PACERS,0.0,0,IND,DEN,0,534
2021-03-04,LOS ANGELES CLIPPERS,0.0,WASHINGTON WIZARDS,0.0,0,WAS,LAC,0,535
2021-03-04,MILWAUKEE BUCKS,0.0,MEMPHIS GRIZZLIES,0.0,0,MEM,MIL,0,536
2021-03-04,OKLAHOMA CITY THUNDER,0.0,SAN ANTONIO SPURS,0.0,0,SAS,OKC,0,537
2021-03-04,MIAMI HEAT,0.0,NEW ORLEANS PELICANS,0.0,0,NOP,MIA,0,538
2021-03-04,GOLDEN STATE WARRIORS,0.0,PHOENIX SUNS,0.0,0,PHO,GSW,0,539
2021-03-04,SACRAMENTO KINGS,0.0,PORTLAND TRAIL BLAZERS,0.0,0,POR,SAC,0,540
